07/26/10	51.67	51.67	50.91	51.13	14117330
07/23/10	50.91	51.81	50.9	51.67	13045690
07/22/10	50.55	51.09	50.51	50.86	11984441
07/21/10	51	51	50.11	50.35	12311094
07/20/10	49.26	51.03	49.26	50.88	16283881
07/19/10	49.72	49.81	49.09	49.52	11895933
07/16/10	50.15	50.33	49.52	49.67	15922114
07/15/10	50.34	50.44	49.91	50.41	12256670
07/14/10	50.05	50.36	50.04	50.35	10708279
07/13/10	50.35	50.69	50.1	50.54	13219735
07/12/10	49.78	50.33	49.68	50.12	13441071
07/09/10	49.25	49.55	49.15	49.43	11607233
07/08/10	49.32	49.32	48.79	49.18	12649961
07/07/10	48.66	48.97	48.16	48.92	16179001
07/06/10	49.34	49.44	48.26	48.57	18225757
07/02/10	48.44	48.44	47.84	48	13584196
07/01/10	48.1	48.41	47.77	48.34	18114602
06/30/10	48.96	48.97	48.01	48.07	18392396
06/29/10	49.17	49.26	48.43	48.9	20354663
06/28/10	49.06	49.77	49.01	49.57	14697130
06/25/10	49.95	50.2	48.8	48.8	45336600
06/24/10	50.73	50.83	49.95	50.03	14819550
06/23/10	50.76	51.04	50.4	50.81	15945812
06/22/10	51.07	51.47	50.6	50.68	13659223
06/21/10	51.71	51.88	50.71	51.02	14656976
06/18/10	51.41	51.91	51.41	51.55	25426629
06/17/10	51.05	51.49	50.96	51.41	12667232
06/16/10	51.5	51.58	50.92	50.98	15905146
06/15/10	51.2	51.65	51.06	51.64	14310768
